800	432
950	396
985	301
423	149
646	290
347	99
140	344
113	14
2	3
678	11
26	309
96	427
845	379
1005	333
828	443
789	442
1121	327
1003	375
1106	559
612	8
308	179
538	243
1080	422
477	465
629	328
1010	598
97	154
665	13
396	502
1142	278
997	255
329	14
43	572
128	565
682	82
677	434
77	599
268	115
593	105
1191	48
705	5
1022	82
876	124
12	120
689	417
367	180
833	114
298	535
700	486
449	209
52	306
981	153
187	472
599	32
106	348
116	395
1007	399
710	539
1060	435
283	98
256	150
253	79
909	457
105	200
805	480
167	234
1004	209
16	431
1061	591
807	132
450	253
145	164
1197	431
124	470
757	275
1091	123
681	539
1132	226
966	524
1010	198
1054	114
661	405
277	164
188	490
243	369
183	360
1014	175
694	152
51	65
1145	397
949	36
226	565
386	160
1177	280
1120	218
1133	61
1059	54
767	574
1073	46
705	148
235	321
271	555
265	80
390	511
933	131
1053	98
13	40
991	87
903	389
207	233
150	150
851	165
952	110
942	287
683	372
958	528
853	388
247	143
243	86
904	499
659	252
85	508
212	202
997	530
283	349
79	386
292	80
146	129
1083	241
83	49
13	273
747	69
1115	388
868	186
1065	370
372	461
105	259
1131	63
614	418
478	375
155	185
1182	208
1020	153
696	216
1136	291
909	80
1085	217
128	371
473	552
119	571
446	238
644	591
896	489
856	150
909	114
257	500
409	384
1153	175
413	154
822	544
418	309
999	125
178	257
782	317
760	568
1070	587
775	160
481	339
862	503
584	96
543	416
643	249
385	260
459	259
66	171
1088	509
284	551
194	369
713	31
822	310
764	82
744	17
155	492
431	18
855	570
548	290
83	281
595	263
295	14
375	529
1069	321
878	154
955	420
172	522
535	281
667	535
644	342
321	52
259	28
1020	419
57	317
1079	43
38	54
305	528
764	39
903	66
910	416
842	57
615	458
1177	256
1120	471
918	290
290	443
122	121
337	312
827	216
1052	180
795	382
778	489
1163	140
986	70
323	408
257	285
336	558
288	429
992	557
1163	326
1087	43
754	289
589	245
398	575
79	555
1125	171
811	573
57	529
564	370
607	230
737	95
536	28
28	44
554	114
260	133
807	134
1097	357
328	285
742	436
740	100
353	350
621	530
1132	240
624	36
117	581
190	38
194	93
974	70
49	408
678	272
583	461
551	82
1110	600
876	551
618	525
998	316
524	369
741	184
906	560
39	123
322	435
727	599
903	399
698	263
852	367
439	211
375	219
1124	336
648	188
560	194
151	209
863	359
1167	452
847	353
451	476
249	327
1015	70
210	121
1087	451
890	528
1169	433
1061	94
1195	386
196	318
529	276
511	346
539	419
1002	253
412	465
394	549
923	571
864	171
1172	205
629	571
267	456
137	198
971	250
736	495
494	200
1144	247
199	392
815	373
82	139
577	592
411	517
214	275
752	250
616	417
945	44
132	276
1027	532
79	231
760	46
756	451
271	152
1005	133
737	236
1145	355
261	442
818	156
710	596
29	114
712	401
634	282
770	359
202	195
447	552
1063	470
886	402
288	537
546	450
982	295
1157	394
637	330
1120	137
565	103
327	440
288	526
502	12
669	188
244	87
146	282
775	229
531	429
234	504
447	389
605	564
651	134
1024	91
431	171
774	346
322	125
213	254
357	81
1169	382
314	403
133	199
228	278
924	389
5	215
998	40
339	260
1144	97
378	594
243	538
1132	270
708	321
1151	528
936	532
62	535
872	74
917	395
676	439
478	358
1139	83
449	551
314	500
924	351
791	154
34	594
776	592
303	149
433	437
344	596
31	281
811	519
996	263
1126	335
920	382
772	573
376	114
16	564
23	245
475	444
797	114
661	395
69	178
82	434
179	591
39	261
792	59
1081	42
96	103
867	134
557	340
16	112
7	459
338	503
545	475
175	62
278	172
745	246
550	287
1195	416
936	571
121	173
1062	393
578	72
859	123
1182	494
957	571
725	344
667	81
961	479
503	87
391	406
799	291
943	92
103	156
522	338
1035	409
730	340
145	58
221	498
140	391
405	93
1120	126
1150	66
337	136
664	320
771	309
510	370
628	565
79	411
918	588
596	134
8	29
145	279
806	440
743	309
418	497
262	222
1061	423
371	18
1013	303
58	565
746	512
989	18
784	352
81	327
219	586
866	368
19	257
684	151
627	318
713	482
1025	558
973	166
460	381
46	157
117	441
616	171
257	133
750	391
382	35
147	385
687	548
836	519
987	513
115	471
30	280
1084	135
778	503
458	115
247	447
967	339
410	580
206	407
215	90
117	590
388	291
735	32
1033	493
471	55
592	131
39	533
551	579
1128	138
725	2
208	488
675	35
1152	299
603	494
1006	447
831	291
465	575
230	257
607	449
1085	465
194	451
472	581
274	445
509	512
925	39
731	90
171	481
894	501
727	203
340	220
572	214
673	406
487	261
744	435
406	426
302	222
1142	314
846	178
502	110
1	502
1040	471
41	270
1007	421
986	28
647	2
337	365
727	147
909	254
702	84
305	154
557	468
813	544
36	241
422	283
758	318
990	447
287	197
546	591
1051	132
1080	37
522	494
111	324
264	366
76	247
387	388
583	82
802	482
999	596
1188	169
361	512
155	338
112	586
326	403
335	361
1199	100
849	424
105	457
325	569
641	374
43	326
786	11
242	69
99	281
906	250
785	466
652	408
867	276
258	266
